Ciudad,# Centro,Centro,# Planta Mensual,# Bajas Mensual,% Rotación Mensual,Planta Promedio AM,# Bajas Anual Movil,Rotación AM
"TIJUANA, BCN",19801,,12,0,0,12,3,0.25
CULIACAN SIN.,972180,CLCN CAPTACION EMPRESARIAL,3,1,0.3333333333333333,4,1,0.25
"TIJUANA, BCN",654003,,4,0,0,4,1,0.25
"TIJUANA, BCN",43603,,4,0,0,4,1,0.25
"TIJUANA, BCN",18103,,4,0,0,4,1,0.25
CULIACAN SIN.,230883,CLCN EXH CATEG MUEBLES III,8,0,0,8,2,0.25
"TIJUANA, BCN",215213,,4,0,0,4,1,0.25
TECATE,300438,,3,0,0,4,1,0.25
"ROSARITO, BCN",45802,,16,1,0.0625,16,4,0.25
"ROSARITO, BCN",45803,,4,0,0,4,1,0.25
IXMIQUILPAN HDG,162001,IXMQ DISTRIBUCION,4,0,0,4,1,0.25
"MEXICALI, BCN.",26603,,4,0,0,4,1,0.25
"MEXICALI, BCN.",215208,,16,1,0.0625,16,4,0.25
"MEXICALI, BCN.",799201,,8,0,0,8,2,0.25
GUADALAJARA JAL,75880,GDLJ 758 BAN MESA DEL NORTE,8,0,0,8,2,0.25
GUADALAJARA JAL,71280,GDLJ 712 BAN LOGINOS CADENA,8,1,0.125,8,2,0.25
"TECAMAC, EDO ME",201811,TCMC DISTRIBUCION I,21,0,0,20,5,0.25
PYA D CARMEN QR,767103,,4,0,0,4,1,0.25
IZTAPALAPA D.F.,201011,,9,0,0,8,2,0.25
"MERIDA, YUCATAN",22902,,15,1,0.06666666666666667,16,4,0.25
MIGUEL HGO D.F.,966480,MHGO SEGURI TELECOMUNICACIONES,16,0,0,16,4,0.25
"MERIDA, YUCATAN",300463,,3,0,0,4,1,0.25
CULIACAN SIN.,148180,CLCN 1481 BAN 6 DE ENERO,8,0,0,8,2,0.25
CULIACAN SIN.,700180,CLCN 7001 BAN CULIACAN,8,1,0.125,8,2,0.25
CULIACAN SIN.,231419,CLCN CONSTRUCCION XXIV,9,0,0,8,2,0.25
CD CONSTITUCION,300452,,3,0,0,4,1,0.25
CULIACAN SIN.,796080,CLCN 7960 BAN ANGEL FLORES,8,0,0,8,2,0.25
COACALCO DE BAR,19002,CCLC 190 ROP SAN LORENZO,12,0,0,12,3,0.25
S JOSE DEL CABO,307601,,5,0,0,4,1,0.25
CULIACAN SIN.,210102,CLCN TALLER AUTOMOTRIZ II,17,0,0,16,4,0.25
"JEREZ, ZAC",136403,JEGS 1364 CAJ SUAVE PATRIA,4,0,0,4,1,0.25
"LA PAZ, BCS",307502,,2,0,0,4,1,0.25
"LA PAZ, BCS",62102,,7,0,0,8,2,0.25
CULIACAN SIN.,783203,CLCN 7832 CAJ PABELLON,3,0,0,4,1,0.25
"LA PAZ, BCS",86003,,4,0,0,4,1,0.25
"MATEHUALA, SLP",55203,MTHL 552 CAJ PLAZA JUAREZ,4,0,0,4,1,0.25
"LA PAZ, BCS",216502,,4,0,0,4,1,0.25
"EL FUERTE, SIN",324101,,5,0,0,4,1,0.25
CD CONSTITUCION,658201,,11,0,0,12,3,0.25
CABO SAN LUCAS,99003,,4,0,0,4,1,0.25
CULIACAN SIN.,20402,CLCN 204 ROP HUMAYA,13,1,0.07692307692307693,16,4,0.25
"YURIRIA, GTO",780001,,12,1,0.08333333333333333,12,3,0.25
CULIACAN SIN.,402,CLCN 4 ROP OBREGON,0,0,0,8,2,0.25
SAN MIGUEL EL ALTO,109002,,8,0,0,8,2,0.25
CULIACAN SIN.,39201,CLCN 392 MUE ABASTOS,22,0,0,24,6,0.25
SAN JUAN DLL JA,31301,,13,0,0,12,3,0.25
SOMBRERETE ZAC,113802,SMBR 1138 ROP HIDALGO,13,0,0,12,3,0.25
CULIACAN SIN.,23001,CLCN 230 MUE FORUM,14,0,0,16,4,0.25
"GUAMUCHIL, SIN.",769903,GMCH 7699 CAJ EVORA,4,0,0,4,1,0.25
"ESCUINAPA, SIN.",10680,ESCP 106 BAN HIDALDO IV,12,0,0,12,3,0.25
"MOROLEON, GTO",73502,,7,0,0,8,2,0.25
"LEON, GTO.",785902,,11,0,0,12,3,0.25
MIGUEL HGO D.F.,950080,MHGO DIR DE OPERACIONES DE SF,8,0,0,8,2,0.25
"LEON, GTO.",240205,,4,0,0,4,1,0.25
"LEON, GTO.",318902,,2,0,0,4,1,0.25
PENJAMO,356978,,3,0,0,4,1,0.25
"GUAMUCHIL, SIN.",903,GMCH 9 CAJ DE LA TORRE,7,0,0,8,2,0.25
"CD VALLES, SLP",11302,CDVS 113 ROP HIDALGO,24,0,0,24,6,0.25
"JUVENTINO ROSAS, GTO",104902,,17,0,0,16,4,0.25
"JUVENTINO ROSAS, GTO",356983,,3,0,0,4,1,0.25
"CD VALLES, SLP",65703,CDVS 657 CAJ HIDALGO,4,0,0,4,1,0.25
MIGUEL HGO D.F.,906980,MHGO GCIA ADMON Y GES SEGMENTO,5,0,0,4,1,0.25
"APAXCO, EDO DE MEX",122001,APXC 1220 MUE JUAREZ,12,0,0,12,3,0.25
"FRESNILLO, ZAC.",152902,FLLO DISTRIBUCION FORANEO,12,0,0,12,3,0.25
"SALAMANCA, GTO",66002,,8,0,0,8,2,0.25
"FRESNILLO, ZAC.",53802,FLLO 538 -293 CANADA FRE,8,0,0,8,2,0.25
"FRESNILLO, ZAC.",769001,FLLO 7690 MUE PORTAL FRESNILLO,12,0,0,12,3,0.25
"CORTAZAR, GTO",67502,,8,0,0,8,2,0.25
MIGUEL HGO D.F.,906480,MHGO SUBD PERSONALIZACION AAUR,3,0,0,4,1,0.25
AGUASCALIENTES,212107,AGSC EMBARQUES,4,0,0,4,1,0.25
AGUASCALIENTES,151704,AGCS OPERACION EQ TRANSPORTE,5,0,0,4,1,0.25
"CELAYA, GTO.",791003,,3,0,0,4,1,0.25
AGUASCALIENTES,212103,AGSC PISO,3,0,0,4,1,0.25
"CELAYA, GTO.",16203,,4,0,0,4,1,0.25
AGUASCALIENTES,212112,AGSC ZONA CEDIS MUEBLES,4,0,0,4,1,0.25
"NAVOLATO, SIN.",82080,NVLT 820 BAN MORELOS,8,0,0,8,2,0.25
"APASEO EL ALTO, GTO",768503,,4,0,0,4,1,0.25
"NAVOLATO, SIN.",67880,NVLT 678 BAN ALMADA,8,1,0.125,8,2,0.25
"XOCHIMILCO, D.F",56703,,4,1,0.25,4,1,0.25
VENUSTIANO C.DF,72602,,7,0,0,8,2,0.25
"OJO CALIENTE, ZACATE",49902,OJCA 499 ROP INDEPENDENCIA,12,0,0,12,3,0.25
V D SANTIAGO GT,62802,,7,0,0,8,2,0.25
SAN JUAN D RIO,145503,SNJR 1455 CAJ PLAZA GALERIAS,4,0,0,4,1,0.25
"AHOME, SIN",134403,,3,0,0,4,1,0.25
CULIACAN SIN.,41502,CLCN 415 ROP UNIVERSITARIOS,19,0,0,20,5,0.25
"JALACINGO, VER",138202,JAGO 1382 ROP 5 DE MAYO,7,1,0.14285714285714285,8,2,0.25
SANTIAGO PINOTEPA NA,772203,,3,0,0,4,1,0.25
"ZARAGOZA, PUE",130503,ZAZA 1305 CAJ MORELOS,4,0,0,4,1,0.25
TAMAZUNCHALE,105702,TMZN 1057 ROP JUAREZ,17,1,0.058823529411764705,16,4,0.25
"OMETEPEC, GUERRERO",779403,,3,0,0,4,1,0.25
"EMILIANO ZAPATA, VER",121003,EMZT 1210 CAJ LAS TRANCAS,4,1,0.25,4,1,0.25
NEZAHUALCOYOTL,29710,,2,0,0,4,1,0.25
CUETZALAN DEL PROGRE,116103,CZDP 1161 CAJ ALVARADO,4,0,0,4,1,0.25
MAGDALENA C. DF,82601,,11,0,0,12,3,0.25
TLAXCO TLAXCALA,113102,TLXC 1131 ROP MADERO,8,0,0,8,2,0.25
MIGUEL HGO D.F.,909680,MHGO AGILE EQUIPO PRODUCTO,4,0,0,4,1,0.25
TLAXCO TLAXCALA,113103,TLXC 1131 CAJ MADERO,4,0,0,4,1,0.25
"GUASAVE, SIN.",63403,,4,1,0.25,4,1,0.25
SAN JUAN XIUTETELCO,110903,SNJX 1109 CAJ AVILA CAMACHO,4,0,0,4,1,0.25
CULIACAN SIN.,135880,CLCN 1358 BAN AGUARUTO,8,0,0,8,2,0.25
CALVILLO AGUASC,115703,CLVL 1157 CAJ INDEPENDENCIA,4,0,0,4,1,0.25
ALTO LUCERO DE GUTIE,95502,ALTL 955 ROP MIGUEL ALEMAN,13,1,0.07692307692307693,12,3,0.25
MELCHOR OCAMPO,105803,MELC 1058 MUE VISITACION,4,0,0,4,1,0.25
TLATLAUQUITEPEC,94103,TLQT 941 CAJ INDEPENDENCIA,4,0,0,4,1,0.25
"MISANTLA, VER",531001,MSNT COBRANZAS,20,0,0,20,5,0.25
"TULTITLAN,EDO M",250232,TTLN RECURSOS HUMANOS II,4,0,0,4,1,0.25
"LOS MOCHIS, SIN",300442,,4,0,0,4,1,0.25
"LOS MOCHIS, SIN",201508,,9,0,0,8,2,0.25
MIGUEL HGO D.F.,946780,MHGO AUDITORIA CORPORAT,14,0,0,12,3,0.25
CULIACAN SIN.,77280,CLCN 772 BAN CLOUTHIER,8,0,0,8,2,0.25
B. JUAREZ D.F.,789601,,12,0,0,12,3,0.25
B. JUAREZ D.F.,56103,,4,0,0,4,1,0.25
AYUTLA DE LOS LIBRES,137803,,5,0,0,4,1,0.25
TULTEPEC,300410,TTPC INVENTARIOS ZONA I,3,0,0,4,1,0.25
"PACHUCA,HIDALGO",765103,PCHC 7651 CAJ BONFIL,4,0,0,4,1,0.25
"PACHUCA,HIDALGO",144501,PCHC 1445 MUE PLAZA BELLA,10,2,0.2,12,3,0.25
"ACAPULCO, GRO",26203,,9,0,0,8,2,0.25
"APIZACO, TLAX",114203,APZC 1142 CAJ INDEPENDENCIA,4,0,0,4,1,0.25
SINALOA DE LEYVA,137203,,3,0,0,4,1,0.25
"APIZACO, TLAX",114202,APZC 1142 ROP INDEPENDENCIA,15,1,0.06666666666666667,16,4,0.25
"ACAPULCO, GRO",157102,,26,0,0,20,5,0.25
"PACHUCA,HIDALGO",300483,PCHC INVENTARIOS ZONA II,7,0,0,8,2,0.25
"YAUTEPEC, MORELOS",300295,,3,0,0,4,1,0.25
"TEMIXCO, MORELOS",341801,,1,0,0,4,1,0.25
CULIACAN SIN.,1380,CLCN 13 BAN ANDRADE,13,0,0,12,3,0.25
MARTINEZ DE TOR,777902,MZDT 7779 ROP PEDRO BELLI,14,0,0,16,4,0.25
"PUENTE DE IXTLA, MOR",300298,,3,1,0.3333333333333333,4,1,0.25
ECATEPEC DE MOR,763701,ECTP 7637 MUE CHICONAUTLA,12,0,0,12,3,0.25
CHAMPOTON CAMPECHE,300474,,3,0,0,4,1,0.25
"IXTAPALUCA, E.M",514302,,4,0,0,4,1,0.25
"IGUALA,GUERRERO",662401,,12,0,0,12,3,0.25
"IGUALA,GUERRERO",662403,,4,0,0,4,1,0.25
"IGUALA,GUERRERO",131703,,4,0,0,4,1,0.25
"IGUALA,GUERRERO",57203,,4,0,0,4,1,0.25
CABO SAN LUCAS,657202,CSLC 6572 ROP PLAZA PATIO,8,0,0,8,2,0.25
FELIPE CARRILLO PUER,96103,,4,0,0,4,1,0.25
"XALAPA,VERACRUZ",72802,XLPA 728 URSULO GALVAN,8,0,0,8,2,0.25
"EMILIANO ZAPATA, MOR",98502,,0,0,0,4,1,0.25
CUAUTITLAN IZCA,18703,CTLZ 187 CAJ SAN MIGUEL,4,0,0,4,1,0.25
CUAUTITLAN IZCA,144402,CTLZ 1444 ROP PALOMAS,13,0,0,12,3,0.25
"CUERNAVACA, MOR",300282,,4,0,0,4,1,0.25
CUAUTITLAN IZCA,141902,CTLZ 1419 ROP ARKANA,12,1,0.08333333333333333,12,3,0.25
"ESPERANZA, PUEBLA",767503,ESPU 7675 CAJ ESPERANZA,4,0,0,4,1,0.25
"CORONANGO, PUE",126002,COGO 1260 ROP MISIONES,8,0,0,8,2,0.25
SAN SALVADOR EL SECO,127903,SNSS 1279 CAJ 2 DE ABRIL,4,0,0,4,1,0.25
"MERIDA, YUCATAN",201710,,12,0,0,12,3,0.25
"MERIDA, YUCATAN",300462,,3,0,0,4,1,0.25
"MERIDA, YUCATAN",19703,,4,0,0,4,1,0.25
"MERIDA, YUCATAN",787103,,4,0,0,4,1,0.25
VILLA JUAREZ,121301,,11,0,0,12,3,0.25
MIGUEL HGO D.F.,900480,MHGO DIR BANCA DE NEGOCIOS,5,0,0,4,1,0.25
"NOGALES, SONORA",250110,,4,0,0,4,1,0.25
"MERIDA, YUCATAN",311801,,4,0,0,4,1,0.25
"TECAMAC, EDO ME",26103,TCMC 261 CAJ LOS HEROES,4,0,0,4,1,0.25
"MOCTEZUMA, SON",149202,,8,0,0,8,2,0.25
"TECAMAC, EDO ME",785803,TCMC 7858 CAJ PASEOS DEL BOSQ,3,0,0,4,1,0.25
"HUATABAMPO, SON",300448,,3,0,0,4,1,0.25
"QUERETARO, QRO.",246303,QRTO MANTENIMIENTO REGIONAL,4,1,0.25,4,1,0.25
"TICUL, YUCATAN",125602,,12,1,0.08333333333333333,12,3,0.25
MIGUEL HGO D.F.,921280,MHGO COBRANZA VISITAS,2,0,0,4,1,0.25
SAN JUAN D RIO,663680,SNJR 6636 BAN SAN JUAN DEL RIO,4,1,0.25,4,1,0.25
"AMOZOC, PUEBLA",79303,AMZC 793 CAJ CHAPULTEPEC,4,0,0,4,1,0.25
"HERMOSILLO, SON",215908,,20,0,0,20,5,0.25
AZCAPOTZALCO DF,913280,MHGO GCIA PLAN FINANCIERA,5,0,0,4,1,0.25
SAN JUAN D RIO,145580,SNJR 1455 BAN PLAZA GALERIAS,8,0,0,8,2,0.25
"CD OBREGON, SON",676701,,5,0,0,4,1,0.25
"CANANEA, SON",96002,,15,0,0,16,4,0.25
"GUERRERO, CHIH",762902,GURO 7629 ROP JUAREZ,12,0,0,12,3,0.25
ALAMOS,672802,,16,0,0,16,4,0.25
IZUCAR DE MAT P,787002,IZCR 7870 ROP INDEPENDENCIA,11,0,0,12,3,0.25
ZAPOTLANEJO,776101,,12,0,0,12,3,0.25
"ZAPOTILTIC, JAL",676102,,12,0,0,4,1,0.25
CULIACAN SIN.,215114,CLCN ZAPATERIA,24,0,0,24,6,0.25
ZACOALCO DE TORRES,65103,,3,0,0,4,1,0.25
TEHUACAN PUEBLA,76502,TEHC 765 ROP 3 ORIENTE,8,0,0,8,2,0.25
"TONALA,JALISCO",331301,,4,0,0,4,1,0.25
"HUIXTLA, CHIAPAS",85680,HXTL 856 BAN MADERO,16,0,0,16,4,0.25
"ATLIXCO, PUEBLA",650202,ATLX 1502 ROP INDEPENDENCIA,9,0,0,8,2,0.25
"GUACHOCHI, CHIH",656301,GUHI 6563 MUE LAS GARZAS,13,0,0,12,3,0.25
TLAQUEPAQUE,202205,,14,1,0.07142857142857142,16,4,0.25
"JIMENEZ, CHIH",112603,JMNZ 1126 CAJ JUAREZ,3,0,0,4,1,0.25
MEOQUI,79702,MQUI 797 ROP ALDAMA Y ZARAGOZA,8,0,0,8,2,0.25
"SAN QUINTIN, BCN",667802,,30,1,0.03333333333333333,32,8,0.25
"PUEBLA, PUEBLA.",245803,PBLA MANTENIMIENTO REGIONAL II,30,0,0,28,7,0.25
"TECOMAN, COLIMA",57903,,4,1,0.25,4,1,0.25
OJINAGA,169401,OJNG DISTRIBUCION,4,0,0,4,1,0.25
TAMAZULA DE GORDIANO,108302,,11,1,0.09090909090909091,12,3,0.25
"SAN GABRIEL, JAL",135402,,7,0,0,8,2,0.25
TUXTLA GUTIERRE,766280,TXGT 7662 BAN PLAZA AMBAR TUXT,8,1,0.125,8,2,0.25
CULIACAN SIN.,230882,CLCN EXH CATEG MUEBLES II,8,0,0,8,2,0.25
"TIJUANA, BCN",215216,,4,0,0,4,1,0.25
PONCITLAN,115801,,12,0,0,12,3,0.25
"PUEBLA, PUEBLA.",771103,PBLA 7711 CAJ PARQUE PUEBLA,4,1,0.25,4,1,0.25
"MAZAMITLA, JAL",118602,,12,0,0,12,3,0.25
TAPACHULA CHIAP,495580,TPCH CZB,4,0,0,4,1,0.25
"MANZANILLO, COL",158001,,8,1,0.125,8,2,0.25
"PUEBLA, PUEBLA.",37303,PBLA 373 CAJ BOSQUES,5,0,0,4,1,0.25
"ZAPOPAN, JAL.",8303,ZPPN 83 CAJ BRISEÑO,4,0,0,4,1,0.25
"TIJUANA, BCN",300435,,3,0,0,4,1,0.25
"PUEBLA, PUEBLA.",7103,PBLA 71 CAJ BLVD NORTE,4,0,0,4,1,0.25
"PARRAL, CHIHUAH",36003,PRRL 360 CAJ NIÑOS HEROES,4,0,0,4,1,0.25
"JOCOTEPEC, JAL",64603,,4,0,0,4,1,0.25
"PUEBLA, PUEBLA.",679801,#N/A,12,1,0.08333333333333333,4,1,0.25
"TIJUANA, BCN",19803,,4,0,0,4,1,0.25
CD CUAUHTEMOC,38201,CDCC 382 MUE BAEZA,12,0,0,12,3,0.25
CUAUTITLAN RR,80780,CTLN 807 BAN 20 DE NOVIEMBRE,8,0,0,8,2,0.25
"DELICIAS, CHIU.",306701,DLCS ZONA,5,0,0,4,1,0.25
"QUERETARO, QRO.",492880,QRTO CZB QUERETARO,4,0,0,4,1,0.25
"ZAPOPAN, JAL.",139003,,4,0,0,4,1,0.25
"CHIHUAHUA, CHI",300589,CHUA INVENTARIOS ZONA II,7,0,0,8,2,0.25
JUAN RODRIGUEZ CLARA,35403,JRZC 354 CAJ OCAMPO,3,0,0,4,1,0.25
"ZAPOPAN, JAL.",356923,,3,0,0,4,1,0.25
"RIO BLANCO, VER",74780,RBCO 747 BAN LOS PINOS,8,0,0,8,2,0.25
"TLAXIACO, OAX",300636,TLXI INVENTARIOS ZONA I,7,0,0,8,2,0.25
"VALLARTA, JAL.",151803,,5,0,0,4,1,0.25
"TEQUILA, JALISCO",116002,,14,1,0.07142857142857142,16,4,0.25
"TEQUILA, JALISCO",68702,,7,1,0.14285714285714285,8,2,0.25
"MATIAS ROMERO, OAX",652802,MTRM 1528 ROP AYUNTAMIENTO,8,0,0,8,2,0.25
TLACOLULA DE MATAMOR,107703,TLCM 1077 CAJ JUAREZ,4,0,0,4,1,0.25
"TEPIC, NAY",65602,,8,0,0,8,2,0.25
SANTIAGO JUXTLAHUACA,128403,SJXT 1284 CAJ LAZARO CARDENAS,4,0,0,4,1,0.25
CHIMALHUACAN EM,61603,CHCN 616 CAJ CHIMALHUACAN,4,0,0,4,1,0.25
"JOSE AZUETA, VER",103003,JAZT 1030 CAJ REVOLUCION,4,0,0,4,1,0.25
ASUNCION NOCHIXTLAN,300633,ANTN INVENTARIOS ZONA I,3,0,0,4,1,0.25
"SANTIAGO, IXC",152402,,4,0,0,4,1,0.25
LA PEÑITA DE JALTEMB,107403,,3,0,0,4,1,0.25
IXTLAN D RIO NA,33003,,5,0,0,4,1,0.25
"SANTIAGO TUXTLA, VER",118080,SNTX 1180 BAN REVOLUCION,8,0,0,8,2,0.25
ALDAMA. CHI,656480,ALMA 6564 BAN CONSTITUCION,8,0,0,8,2,0.25
GUADALAJARA JAL,8402,,15,0,0,16,4,0.25
GUADALAJARA JAL,95403,,4,0,0,4,1,0.25
PUTLA VILLA DE GUERR,92003,PTLA 920 CAJ OAXACA,4,0,0,4,1,0.25
"CD JUAREZ, CHIU",300586,CDJZ INVENTARIOS ZONA III,3,0,0,4,1,0.25
"MONTERREY, N.L.",13403,,4,0,0,4,1,0.25
"TRES VALLES, VER",88303,TRSV 883 CAJ OBREGON,4,0,0,4,1,0.25
GUADALAJARA JAL,153610,,8,1,0.125,8,2,0.25
GUADALAJARA JAL,210602,,4,0,0,4,1,0.25
TEXCOCO EDO MEX,70503,TXCC 705 CAJ NICOLAS BRAVO,4,0,0,4,1,0.25
"IXTEPEC, OAXACA",300623,IXTE INVENTARIOS ZONA I,3,0,0,4,1,0.25
SAN LUIS POTOSI,247501,,15,1,0.06666666666666667,16,4,0.25
"VILLA UNION, SIN",42303,,4,0,0,4,1,0.25
"TECUALA, NAY",81002,,12,0,0,12,3,0.25
"TECUALA, NAY",81003,,4,0,0,4,1,0.25
"COCULA, JALISCO",71580,CCLA 715 BAN OBREGON,9,0,0,8,2,0.25
COATZACOALCOS,16880,CTZC 168 BAN HIDALGO,16,1,0.0625,16,4,0.25
"CD JUAREZ, CHIU",245204,CDJZ EXHIBICION REGIONAL,9,0,0,8,2,0.25
CULIACAN SIN.,241019,,4,0,0,4,1,0.25
"CD JUAREZ, CHIU",150101,CDJZ AREA BODEGA FRONTERA,4,0,0,4,1,0.25
TIERRA BLANCA,112003,TBCA 1120 CAJ SERDAN,4,0,0,4,1,0.25
VERACRUZ VER,109880,VRCZ 1098 BAN PONTI,8,0,0,8,2,0.25
LA PEÑITA DE JALTEMB,783680,LPÑJ 7836 BAN GUAYABITOS,7,0,0,8,2,0.25
"GUAMUCHIL, SIN.",769903,,4,0,0,4,1,0.25
"GUAMUCHIL, SIN.",903,,7,0,0,8,2,0.25
"CD JUAREZ, CHIU",766703,CDJZ 7667 CAJ ALTA VISTA II,4,0,0,4,1,0.25
"DELICIAS, CHIU.",4880,DLCS 48 BAN DELICIAS,12,0,0,12,3,0.25
"EL ROSARIO, SIN",42103,,4,0,0,4,1,0.25
CULIACAN SIN.,41502,,19,0,0,20,5,0.25
CULIACAN SIN.,1102,,16,1,0.0625,16,4,0.25
CULIACAN SIN.,201,,21,1,0.047619047619047616,4,1,0.25
OAXACA OAXACA,241802,OAXC INMUEBLES,3,0,0,4,1,0.25
CULIACAN SIN.,783203,,3,0,0,4,1,0.25
"CHIHUAHUA, CHI",36180,CHUA 361 BAN PORTALES,8,0,0,8,2,0.25
CULIACAN SIN.,210102,,17,0,0,16,4,0.25
OAXACA OAXACA,652603,OAXC 6526 CAJ OAXACA,4,1,0.25,4,1,0.25
"CD JUAREZ, CHIU",149402,CDJZ 1494 ROP MINA,12,0,0,12,3,0.25
CULIACAN SIN.,329108,,3,0,0,4,1,0.25
OAXACA OAXACA,652602,OAXC 6526 ROP OAXACA,14,0,0,12,3,0.25
CULIACAN SIN.,232311,,13,0,0,12,3,0.25
"CADEREYTA, N.L.",27603,,4,0,0,4,1,0.25
CULIACAN SIN.,230882,,9,0,0,8,2,0.25
CULIACAN SIN.,230883,,8,0,0,8,2,0.25
CULIACAN SIN.,232355,,4,0,0,4,1,0.25
CULIACAN SIN.,231586,,3,0,0,4,1,0.25
CULIACAN SIN.,300304,,5,0,0,4,1,0.25
"MIGUEL ALEMAN, TAMA",300611,MGAT INVENTARIOS ZONA I,4,0,0,4,1,0.25
"TEPEAPULCO, HIDALGO",300506,TECO INVENTARIOS ZONA I,4,0,0,4,1,0.25
TLALNEPANTLA DE,231418,TLNP CONSTRUCCION XV,4,0,0,4,1,0.25
CULIACAN SIN.,231630,,2,0,0,4,1,0.25
CULIACAN SIN.,230993,,7,0,0,8,2,0.25
CULIACAN SIN.,231419,,9,0,0,8,2,0.25
"MATAMOROS, TAM.",102601,,12,0,0,12,3,0.25
CULIACAN SIN.,230849,,7,0,0,8,2,0.25
"MATAMOROS, TAM.",16502,,13,0,0,12,3,0.25
"TORREON, COAH.",490580,TRRN CZB TORREON,6,1,0.16666666666666666,4,1,0.25
"TETELA DE OCAMPO, PU",768003,TDOC 7680 CAJ 5 ORIENTE,3,0,0,4,1,0.25
"MIGUEL ALEMAN, TAMA",300611,,4,0,0,4,1,0.25
"CADEREYTA, N.L.",27603,CDTA 276 CAJ LAS PALMAS,4,0,0,4,1,0.25
"MATAMOROS, TAM.",102603,MTMS 1026 CAJ ABASOLO,4,0,0,4,1,0.25
"MATAMOROS, TAM.",16502,MTMS 165 ROP SEXTA,13,1,0.07692307692307693,12,3,0.25
CULIACAN SIN.,230417,,19,1,0.05263157894736842,20,5,0.25
CULIACAN SIN.,230267,,20,0,0,20,5,0.25
CULIACAN SIN.,230257,,20,0,0,20,5,0.25
EL ORO ESTADO DE MEX,666380,#N/A,8,0,0,8,2,0.25
"REYNOSA, TAM.",66402,RYNS 664 -784 CANADA REY,8,0,0,8,2,0.25
CULIACAN SIN.,231755,,20,0,0,20,5,0.25
TLALNEPANTLA DE,231777,TLNP CAT ATN 810 ARG MT2,16,0,0,16,4,0.25
CULIACAN SIN.,231391,,20,0,0,20,5,0.25
CULIACAN SIN.,231382,,20,0,0,20,5,0.25
CULIACAN SIN.,230474,,20,1,0.05,20,5,0.25
"REYNOSA, TAM.",89101,RYNS 891 MUE JUAREZ,15,0,0,16,4,0.25
CULIACAN SIN.,200132,,4,1,0.25,4,1,0.25
"TAMPICO, TAM.",245505,,5,0,0,4,1,0.25
"APODACA, N.L.",661003,APDC 6610 CAJ PUEBLO NUEVO,4,0,0,4,1,0.25
"TAMPICO, TAM.",15803,,4,0,0,4,1,0.25
ANGOSTURA SIN,39003,,4,0,0,4,1,0.25
VILLA CORREGIDORA,41403,,3,0,0,4,1,0.25
"GUADALUPE, N.L.",348003,GDLP PREVENCION MTRY II,4,0,0,4,1,0.25
"GUADALUPE, N.L.",778902,GDLP 7789 ROP ARCADIA,15,0,0,16,4,0.25
"TULTITLAN,EDO M",672103,,4,1,0.25,4,1,0.25
"TULTITLAN,EDO M",250232,,4,0,0,4,1,0.25
TULTEPEC,300410,,3,0,0,4,1,0.25
"TOLUCA, EDO MEX",141003,TOLC 1410 CAJ TOLLOCAN,3,0,0,4,1,0.25
"TOLUCA, EDO MEX",241704,TOLC INMUEBLES,3,0,0,4,1,0.25
SAN JUAN D RIO,145503,,4,0,0,4,1,0.25
"GUADALUPE, N.L.",13803,GDLP 138 CAJ ACAPULCO,4,0,0,4,1,0.25
TLALNEPANTLA DE,479580,TLNP CZB R AZCP,5,0,0,4,1,0.25
"JOSE AZUETA, VER",103003,,4,0,0,4,1,0.25
JUAN RODRIGUEZ CLARA,35403,,3,0,0,4,1,0.25
TLALNEPANTLA DE,652980,TLNP 1529 BAN LA CABAÑA,8,0,0,8,2,0.25
MELCHOR OCAMPO,105803,,4,0,0,4,1,0.25
"APATZINGAN,MICH",791380,APTZ 7913 BAN APATZINGAN,3,0,0,4,1,0.25
CUAUTITLAN IZCA,141902,,12,0,0,12,3,0.25
"MORELIA, MICH.",112880,MORL 1128 BAN REFORMA,8,0,0,8,2,0.25
"TAMPICO, TAM.",788802,TMPC 7888 ROP ALTAMA,16,0,0,16,4,0.25
"MORELIA, MICH.",98780,MORL 987 BAN ESTADIO,12,0,0,12,3,0.25
"TOLUCA, EDO MEX",300534,TOLC INVENTARIOS ZONA IV,4,0,0,4,1,0.25
CUAUTITLAN IZCA,300409,,4,0,0,4,1,0.25
"TOLUCA, EDO MEX",300532,TOLC INVENTARIOS ZONA II,4,0,0,4,1,0.25
"TAMPICO, TAM.",245505,TMPC MANTENIMIENTO REGIONAL,5,0,0,4,1,0.25
CUAUTITLAN IZCA,201312,,11,0,0,12,3,0.25
"TAMPICO, TAM.",15803,TMPC 158 CAJ EJERCITO,4,0,0,4,1,0.25
"APAXCO, EDO DE MEX",122002,,12,0,0,12,3,0.25
"APAXCO, EDO DE MEX",122003,,4,0,0,4,1,0.25
AMEALCO DE BONFIL,766903,,4,0,0,4,1,0.25
"PARRAL, CHIHUAH",36003,,4,0,0,4,1,0.25
NAUCALPAN EDO MEX,140803,NCPN 1408 CAJ SAN ESTEBAN,4,1,0.25,4,1,0.25
"GARCIA, NUEVO LEON",130903,GRCI 1309 CAJ LINCOLN,4,0,0,4,1,0.25
NAUCALPAN EDO MEX,46103,NCPN 461 CAJ ARENERA,4,0,0,4,1,0.25
NAUCALPAN EDO MEX,144602,NCPN 1446 ROP SAN MATEO,12,0,0,12,3,0.25
NAUCALPAN EDO MEX,140802,NCPN 1408 ROP SAN ESTEBAN,12,0,0,12,3,0.25
